PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO440788,CHILD AND FAMILY SERVICES,MEDICAL CONSULTING 78,$38480.00,10/01/2012,LAKIESHA HARDY,3813 SWANN ROAD #103   ; SUITLAND  ; MD  ; 20746-,SUITLAND  ,MD
PO440998,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$10000.00,10/01/2012,ACE FIRE EXTINGUISHER SERVICE,5117 COLLEGE AVENUE   ; COLLEGE PARK  ; MD  ; 20740-,COLLEGE PARK  ,MD
PO440994,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$20000.00,10/01/2012,"PETRO SUPPLY, INC.",7091 DORSEY RUN ROAD   ; ELKRIDGE  ; MD  ; 21075-,ELKRIDGE  ,MD
PO440660,DEPARTMENT OF MENTAL HEALTH,HUMAN SERVICES CONSULTING (TO INCLUDE MENTAL HEALTH CONSULTING SERVICES) 67,$527735.00,10/01/2012,"DHHS, PSC, DPM","5600 FISHERS LANE PSC,FMS RM 16A-12  ; ROCKVILLE  ; MD  ; 20857-",ROCKVILLE  ,MD
PO441019,DEPARTMENT ON DISABILITY SERVICES,"ELECTRICAL EQUIPMENT (EXCEPT CABLE AND WIRES, AND LIGHTING FIXTURES) MAINTENANCE AND REPAIR 25",$8000.00,10/01/2012,BIG INCORPORATED,2800 BLADENSBURG ROAD NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO440951,DEPARTMENT OF MENTAL HEALTH,CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,$8700.00,10/01/2012,ADVANCED DISPUTE RES SYS LLC,3614 FOX RUN ROAD   ; EAST NEW MARKET  ; MD  ; 21631-,EAST NEW MARKET  ,MD
PO440690,DEPARTMENT OF MENTAL HEALTH,AUTOMOBILES AND OTHER PASSENGER VEHICLES (INCLUDING EMERGENCY TYPE) RENTAL OR LEASE 14,$296151.00,10/01/2012,GENERAL SERVICE ADMINISTRATION,1500 EAST BANNISTER ROAD  ; KANSAS CITY  ; MD  ; 64131,KANSAS CITY  ,MD
PO441116,DEPARTMENT OF CORRECTIONS,AUTOMOBILES AND OTHER PASSENGER VEHICLES (INCLUDING EMERGENCY TYPE) RENTAL OR LEASE 14,$204000.00,10/01/2012,GENERAL SERVICE ADMINISTRATION,1500 EAST BANNISTER ROAD  ; KANSAS CITY  ; MD  ; 64131,KANSAS CITY  ,MD
PO375318-V2,OFFICE OF THE CHIEF MEDICAL EXAMINER,HUMAN SERVICES CONSULTING (TO INCLUDE MENTAL HEALTH CONSULTING SERVICES) 67,$73032.45,10/01/2012,WENDT CENTER FOR LOSS & HEAL.,"4201 CONNECTICUT AVE, NW SUITE 300  ; WASHINGTON  ; DC  ; 20008-",WASHINGTON  ,DC
PO440916,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$86043.00,10/01/2012,ANCHOR MENTAL HEALTH ASSN. INC,1001 LAWRENCE STREET  NE  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO440785,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$180375.00,10/01/2012,ANCHOR MENTAL HEALTH ASSN. INC,1001 LAWRENCE STREET  NE  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO440880,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$83767.50,10/01/2012,ANCHOR MENTAL HEALTH ASSN. INC,1001 LAWRENCE STREET  NE  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO440797,DEPARTMENT ON DISABILITY SERVICES,EMPLOYMENT GENERATING ACTIVITIES 39,$47753.85,10/01/2012,LT JOSEPH P KENNEDY INSTITUTE,"801 BUCHANAN STREET, NE   ; WASHINGTON  ; DC  ; 20017-",WASHINGTON  ,DC
PO440861,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$33000.00,10/01/2012,"ROXANNE DRYDEN EDWARDS, MD",9055 SHADY GROVE COURT  ; GATHIERSBURG  ; MD  ; 20877,GATHIERSBURG  ,MD
PO440640,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"COPY MACHINE, PLAIN PAPER TYPE (INCLUDING COST-PER-COPY TYPE LEASES) RENTAL OR LEASE 26",$19984.50,10/01/2012,UNITED BUSINESS MACHINES INC,9218 GAITHER ROAD   ; GAITHERSBURG  ; MD  ; 20877-,GAITHERSBURG  ,MD
PO441015,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,$49640.00,10/01/2012,BRENDA DAVIS-BLOUNT,5703 SEYMOUR AVENUE  ; BALTIMORE  ; MD  ; 21206,BALTIMORE  ,MD
PO440950,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$8240.00,10/01/2012,FAMILY & CHILD SRVCS OF DC INC,"1509 16TH STREET, NW   ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO440802,DEPARTMENT OF MENTAL HEALTH,"MENTAL HEALTH SERVICES: VOCATIONAL, RESIDENTIAL, ETC. 62",$11193.00,10/01/2012,FAMILY & CHILD SRVCS OF DC INC,"1509 16TH STREET, NW   ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO440791,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$274896.76,10/01/2012,MEDSTAR GEORGETOWN MED.CTR.,DEPARTMENT OF PSYCHIATRY 3800 RESERVOIR ROAD NW 520   ; WASHINGTON  ; DC  ; 20007-,WASHINGTON  ,DC
PO441044,DEPARTMENT OF GENERAL SERVICES,"GASOLINE, AUTOMOTIVE 15",$60000.00,10/01/2012,ISOBUNKERS LLC,5353 E. PRINCESS ANNE ROAD  ; NORFOLK  ; VA  ; 23502,NORFOLK  ,VA
PO441078,LOTTERY & CHARITABLE GAMES CONTROL BOARD,PARTS WASHING SERVICES 58,$6550.00,10/01/2012,"GARRON LOTTERY PRODUCTS, INC.",5420 PULASKI HIGHWAY  ; BALTIMORE  ; MD  ; 21205,BALTIMORE  ,MD
PO441090,DEPARTMENT OF HEALTH CARE FINANCE,MEDICAL CONSULTING 78,$125000.00,10/01/2012,QUALITY PLAN ADMINISTRATORS,"7824 EASTERN AVENUE, NW                            SUITE 100  ; WASHINGTON  ; DC  ; 20012",WASHINGTON  ,DC
PO441120,OFFICE OF UNIFIED COMMUNICATIONS,COMPUTER SOFTWARE CONSULTING 29,$8031.60,10/01/2012,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO440618,HOMELAND SECURITY/EMERGENCY MANAGEMENT,COMPUTER SOFTWARE CONSULTING 29,$62099.60,10/01/2012,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO440940,OFFICE OF UNIFIED COMMUNICATIONS,COMPUTER SOFTWARE CONSULTING 29,$100572.00,10/01/2012,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO440705,MEDICAL LIABILITY CAPTIVE INS AGENCY,"LEGAL SERVICES, ATTORNEYS 49",$100000.00,10/01/2012,"BONNER, KIERNAN,","& CROCIATA, LLP 1233 20TH ST., NW 8TH FLOOR  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO440739,DEPARTMENT OF MENTAL HEALTH,"PEST CONTROL (INCL. TERMITE INSPECTION AND CONTROL, BIRD PROOFING, ANIMAL TRAPPING, RODENT CONTROL, EXTERMINATING AND FUMIGATION) 59",$12330.00,10/01/2012,PEST SERVICES CO.,3812 39TH STREEET  ; BRENTWOOD  ; MD  ; 20722,BRENTWOOD  ,MD
PO440892,DEPARTMENT OF MENTAL HEALTH,"PEST CONTROL (INCL. TERMITE INSPECTION AND CONTROL, BIRD PROOFING, ANIMAL TRAPPING, RODENT CONTROL, EXTERMINATING AND FUMIGATION) 59",$18342.00,10/01/2012,PEST SERVICES CO.,3812 39TH STREEET  ; BRENTWOOD  ; MD  ; 20722,BRENTWOOD  ,MD
PO441029,DISABILITY COMPENSATION FUND,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$100000.00,10/01/2012,PRM CONSULTING INC,"1814 13TH STREET, NW   ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO441108,METROPOLITAN POLICE DEPARTMENT,"INTERPRETER SERVICES (FOREIGN LANGUAGE, HEARING IMPAIRED, ETC.) 46",$20000.00,10/01/2012,MULTICULTURAL COMMUNITY SERVIC,"2437 15TH STREET, NW   ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO441050,STATE SUPERINTENDENT OF EDUCATION (OSSE),PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$170000.04,10/01/2012,COLES B RUFF JR,1012 HAMILTON ST NE  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO440783,DEPARTMENT ON DISABILITY SERVICES,MEDICAL CONSULTING 78,$22722.96,10/01/2012,"GAIL CHERRY-PEPPERS, D.D.S",19408 PROSPECT POINT CT   ; BROOKVILLE  ; MD  ; 20833-,BROOKVILLE  ,MD
PO440965,DEPARTMENT OF MOTOR VEHICLES,MEMBERSHIP DUES 48,$7120.00,10/01/2012,INTERNATIONAL REGISTRATION PLA,"4301 WILSON BLVD. - SUITE 400                      IRP, INC.  ; ARLINGTON  ; VA  ; 22203",ARLINGTON  ,VA
PO440792,CHILD AND FAMILY SERVICES,MEDICAL CONSULTING 78,$315000.00,10/01/2012,MAGNIFICUS CORPORATION,"37 L STREET, SE   ; WASHINGTON  ; DC  ; 20003-",WASHINGTON  ,DC
PO440871,CHILD AND FAMILY SERVICES,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$49732.80,10/01/2012,VALORIE V. GAINER,703 SUMMERY COURT  ; ODENTON  ; MD  ; 21113,ODENTON  ,MD
PO441010,METROPOLITAN POLICE DEPARTMENT,FLEET MANAGEMENT SERVICES 41,$25000.00,10/01/2012,DR.KINGS CAR WASH,"2735 M.L. KING JR AVE.,  SE   ; WASHINGTON  ; DC  ; 20032-",WASHINGTON  ,DC
PO439652,COUNCIL OF THE DISTRICT OF COLUMBIA,COMPUTER HARDWARE CONSULTING 28,$15100.00,10/01/2012,ROBERT SLYE ELECTRONICS  INC,3415 WASHINGTON BLVD  ; ARLINGTON  ; VA  ; 22201,ARLINGTON  ,VA
PO440646,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$20000.00,10/01/2012,"GRAVES & HORTON, LLC",1750 K STREET NW SUITE 200  ; WASHINGTON  ; DC  ; 20006-,WASHINGTON  ,DC
PO440948,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$8569.60,10/01/2012,HILLCREST CHILDREN'S CENTER,"915 RHODE ISLAND AVE., NW   ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO440936,DC PUBLIC LIBRARY,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$240000.00,10/01/2012,BAKER & TAYLOR INC,2550 W. TAYVOLA ROAD                               SUITE 300  ; CHARLOTTE  ; NC  ; 28217,CHARLOTTE  ,NC
PO440923,DC PUBLIC LIBRARY,BUILDINGS - ARCHITECTURAL DESIGN 10,$242800.00,10/01/2012,"THE FREELON GROUP, INC","5310 S. ALSTON AVE                                 BUILDING 300, STE 320  ; DURHAM  ; NC  ; 27713-7713",DURHAM  ,NC
PO440947,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$4000.00,10/01/2012,"UNIVERSAL HEALTHCARE MANAGEMENT, INC.","3230 PENNSYLVANIA AVENUE, SE                       SUITE 213  ; WASHINGTON  ; DC  ; 20020",WASHINGTON  ,DC
PO440889,DEPARTMENT OF MENTAL HEALTH,"MENTAL HEALTH SERVICES: VOCATIONAL, RESIDENTIAL, ETC. 62",$3381.00,10/01/2012,"UNIVERSAL HEALTHCARE MANAGEMENT, INC.","3230 PENNSYLVANIA AVENUE, SE                       SUITE 213  ; WASHINGTON  ; DC  ; 20020",WASHINGTON  ,DC
PO440673,DEPARTMENT OF HEALTH CARE FINANCE,ADMINISTRATIVE CONSULTING 06,$9936.00,10/01/2012,MINDFINDERS INC,1050 CONNECTICUT AVE NW                            SUITE 1000  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO441102,DEPARTMENT ON DISABILITY SERVICES,"APPLIANCES AND EQUIPMENT, HOUSEHOLD, (NOT LAUNDRY OR HVAC) MAINTENANCE AND REPAIR 07",$12000.00,10/01/2012,ALLEN BUSINESS MACHINES,7193 OLD ALEXANDRIA FERRY ROAD   ; CLINTON  ; MD  ; 20735-,CLINTON  ,MD
PO440981,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$100000.00,10/01/2012,OLD DOMINION BRUSH COMPANY,5118 GLEN ALDEN DR  ; RICHMOND  ; VA  ; 23231,RICHMOND  ,VA
PO440749,OFFICE OF THE INSPECTOR GENERAL,BUSINESS RESEARCH SERVICES 05,$30000.00,10/01/2012,WEST PUBLISHING CORP,620 OPPERMAN DRIVE  ; EAGAN  ; MN  ; 55123,EAGAN  ,MN
PO440879,DEPARTMENT ON DISABILITY SERVICES,"GATES, ELECTRIC (INCLUDING CARD READERS, ETC.) 36",$11970.00,10/01/2012,"LAZ PARKING LTD, LLC",15 LEWIS STREET  ; HARTFORD  ; CT  ; 06103,HARTFORD  ,CT
PO441132,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$270100.00,10/01/2012,"N STREET VILLAGE, INC.","1333 N STREET, N.W.   ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
PO441063,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$2077434.00,10/01/2012,CARECO MENTAL HEALTH SERVICE I,6323 GEORGIA AVENUE NW SUITE 350  ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO440622,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$93622.50,10/01/2012,CARECO MENTAL HEALTH SERVICE I,6323 GEORGIA AVENUE NW SUITE 350  ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO440913,FIRE AND EMERGENCY MEDICAL SERVICES,"FORMAL CLOTHING (TUXEDOS, FORMAL GOWNS, ETC.) 28",$200000.00,10/01/2012,MORGANS INC,900 RHODE ISLAND AVENUE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO440872,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$52500.00,10/01/2012,CHILDRENS NATIONAL MEDICAL CTR,111 MICHIGAN AVE NW SUITE 2801/2ND FLOOR  ; WASHINGTON  ; DC  ; 20010-,WASHINGTON  ,DC
PO440768,DEPARTMENT OF MENTAL HEALTH,CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,$4000.00,10/01/2012,JANICE A BUIE,3710 STONEWALL MANN DRIVE   ; TRIANGLE  ; VA  ; 22172-,TRIANGLE  ,VA
PO440652,DEPARTMENT OF MENTAL HEALTH,CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,$124534.49,10/01/2012,IDA MAE CAMPBELL FOUNDATION,"2759 MARTIN LUTHER JR. AVE, SE SUITE 201  ; WASHINGTON  ; DC  ; 20032-",WASHINGTON  ,DC
PO440884,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$4387.50,10/01/2012,MARIA GRACIELA STEIGER,9516 REACH ROAD  ; POTOMAC  ; MD  ; 20854,POTOMAC  ,MD
PO440888,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,$49401.96,10/01/2012,DIVERSIFIED TRANSPORTATION SRV,"30 KENNEDY STREET, NW STE 101   ; WASHINGTON  ; DC  ; 20011-",WASHINGTON  ,DC
PO441089,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$2401992.00,10/01/2012,LIFE STRIDE INC,3005 BLADENSBURG ROAD NE. LOWER LEVEL  ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO440825,MEDICAL LIABILITY CAPTIVE INS AGENCY,INSURANCE CONSULTING 69,$52900.00,10/01/2012,"AON RISK SERVICES, INC OF WASH","1120 20TH ST., NW                                  SUITE 600  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO440617,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$31725.00,10/01/2012,SUSAN KATHERINE THEUT,2114 HUIDEKOPER PL. NW  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO441085,DISABILITY COMPENSATION FUND,INSURANCE CONSULTING 69,$558615.34,10/01/2012,SEDGWICK CLAIMS MANAGEMENT SER,1100 RIDGEWAY LOOP ROAD  ; MEMPHIS  ; TN  ; 38120,MEMPHIS  ,TN
PO440932,DEPARTMENT OF MENTAL HEALTH,RECYCLED OFFICE SUPPLIES 73,$90000.00,10/01/2012,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO440635,DEPARTMENT OF MENTAL HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$2749.03,10/01/2012,"CREST OPTICIANS, INC.",8605 16TH STREET  ; SILVER SPRING  ; MD  ; 20910,SILVER SPRING  ,MD
PO440675,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$95000.00,10/01/2012,BERT SMITH & COMPANY,"1090 VERMONT AVE., NW SUITE 920  ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
PO441084,DEPARTMENT OF MENTAL HEALTH,"TRUSTS, ESTATES AND AGENCY ACCOUNTS 85",$30000.00,10/01/2012,BERT SMITH & COMPANY,"1090 VERMONT AVE., NW SUITE 920  ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
PO441080,DEPARTMENT OF HEALTH CARE FINANCE,PHARMACEUTICAL SERVICES 72,$2400000.00,10/01/2012,"UNITY HEALTH CARE, INC.",1220 12TH ST SE STE 120   ; WASHINGTON  ; DC  ; 20003-,WASHINGTON  ,DC
PO440926,DEPARTMENT OF MENTAL HEALTH,ELECTRICAL ENGINEERING 31,$3500.00,10/01/2012,RSC ELECTRICAL & MECHANICAL CO,6035 DIX STREET NE  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO440996,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$60000.00,10/01/2012,"APEX COMPANIES, LLC",15850 CRABBS BRANCH WAY SUITE 200  ; ROCKVILLE  ; MD  ; 20855-2610,ROCKVILLE  ,MD
PO440855,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$344925.00,10/01/2012,GREEN DOOR INC,"1221 TAYLOR STREET, NW   ; WASHINGTON  ; DC  ; 20011-",WASHINGTON  ,DC
PO440827,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$80006.00,10/01/2012,GREEN DOOR INC,"1221 TAYLOR STREET, NW   ; WASHINGTON  ; DC  ; 20011-",WASHINGTON  ,DC
PO440612,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$187980.00,10/01/2012,GREEN DOOR INC,"1221 TAYLOR STREET, NW   ; WASHINGTON  ; DC  ; 20011-",WASHINGTON  ,DC
PO440954,DEPARTMENT OF MENTAL HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$174000.00,10/01/2012,ALPHA DIAGNOSTIC SERVICES,9-F GWYNNS MILL COURT  ; OWINGS MILLS  ; MD  ; 21117,OWINGS MILLS  ,MD
PO441070,SPECIAL EDUCATION TRANSPORTATION,LOCKSMITH SERVICES 48,$3000.00,10/01/2012,CENTRAL SAFE & LOCK,1107 7TH STREET NW   ; WASHINGTON  ; DC  ; 20008-,WASHINGTON  ,DC
PO441007,DEPARTMENT OF PUBLIC WORKS,TRAFFIC SIGNAL INSTALLATION 82,$30000.00,10/01/2012,R. REA CORPORATION,412 H STREET NE                                    SUITE 300  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO440639,DEPARTMENT ON DISABILITY SERVICES,"PERIPHERALS, MISCELLANEOUS: JOY STICKS, GRAPHIC DIGITIZERS, LIGHT PENS, MICE, PEN PADS, TRACKBALLS, ETC. 68",$25000.00,10/01/2012,DOCUMENT SYSTEMS INC,"333 HAWAII AVENUE, NE SUITE 200  ; WASHINGTON  ; DC  ; 20011-",WASHINGTON  ,DC
PO440928,DEPARTMENT OF MENTAL HEALTH,"PENS (GENERAL WRITING TYPES): BALL POINT, NYLON TIP, PLASTIC TIP, ETC. 80",$5000.00,10/01/2012,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO441103,DEPARTMENT ON DISABILITY SERVICES,MOVING SERVICES 56,$12000.00,10/01/2012,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO440683,DEPARTMENT OF MENTAL HEALTH,"PAPER CLIPS, CLAMPS, FASTENERS (ROUND AND FLAT HEAD), DISPENSERS, ETC. 69",$9000.00,10/01/2012,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO440931,DEPARTMENT OF MENTAL HEALTH,RECYCLED OFFICE SUPPLIES 73,$10000.00,10/01/2012,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO441301,DEPARTMENT OF MENTAL HEALTH,DRIVER AND HARDWARE SUPPORT PROGRAMS 41,$6828.00,10/01/2012,TELTRONIC INC,7051 MUIRKIRK MEADOWS DRIVE   ; BELTSVILLE  ; MD  ; 20705-,BELTSVILLE  ,MD
PO441131,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,$116303.60,10/01/2012,MARJUL HOMES INC.,160 BRYANT ST. N.W.  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO440999,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$5000.00,10/01/2012,VALLEY SUPPLY & EQUIPMENT CO,20332 LEITERSBURG PIKE  ; HAGERSTOWN  ; MD  ; 21742,HAGERSTOWN  ,MD
PO440899,DEPARTMENT OF MENTAL HEALTH,"MENTAL HEALTH SERVICES: VOCATIONAL, RESIDENTIAL, ETC. 62",$2895.00,10/01/2012,MARYLAND FAMILY RESOURCE,"DBA) DC FAMILY RESOURCE                            6192 OXON HILL ROAD, SUITE 510  ; OXON HILL  ; MD  ; 20745",OXON HILL  ,MD
PO440945,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$11206.40,10/01/2012,MARYLAND FAMILY RESOURCE,"DBA) DC FAMILY RESOURCE                            6192 OXON HILL ROAD, SUITE 510  ; OXON HILL  ; MD  ; 20745",OXON HILL  ,MD
PO440629,OFFICE OF THE INSPECTOR GENERAL,"OFFSET PRINTING, BOOKS, PERFECT BOUND (QUAN. UP TO 10,000); 4 COLOR PROCESS ACCEPTABLE: COLLEGE CATALOGUES, TELEPHONE BOOKS, ETC. 65",$3213.00,10/01/2012,"SENODA, INC.","1050 17TH STREET, NW                               SUITE 600  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO441000,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$100000.00,10/01/2012,UPTOWN AUTO PARTS,6239 GEORGIA AVE NW  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO441091,DEPARTMENT OF MENTAL HEALTH,EDUCATION AND TRAINING CONSULTING 38,$124449.80,10/01/2012,"NAMI WASHINGTON, DC","422 8TH ST., SE  ; WASHINGTON  ; DC  ; 20003",WASHINGTON  ,DC
PO441013,METROPOLITAN POLICE DEPARTMENT,FLEET MANAGEMENT SERVICES 41,$25000.00,10/01/2012,MONTANA DOUBLE CAR WASH,"MONTANA DOUBLE CAR WASH 2327 18TH STREET, NE  ; WASHINGTON  ; DC  ; 20018-",WASHINGTON  ,DC
PO440697,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$20000.00,10/01/2012,"VENABLE, BAETJER & HOWARD, LLP",TWO HOPKINS PLAZA                                  SUITE 1800  ; BALTIMORE  ; MD  ; 21201,BALTIMORE  ,MD
PO441133,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$110979.96,10/01/2012,COMMUNITY SERVICES FOR AUTIS.,8615 EAST VILLAGE AVE.  ; MONTGOMERY VILLAGE  ; MD  ; 20886,MONTGOMERY VILLAGE  ,MD
PO386634-V3,DEPARTMENT OF MENTAL HEALTH,"MENTAL HEALTH SERVICES: VOCATIONAL, RESIDENTIAL, ETC. 62",$54759.00,10/01/2012,WASHINGTON HOSPITAL CENTER,216 MICHIGAN AVE. N.E.  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO440684,DEPARTMENT OF MENTAL HEALTH,LAUNDRY AND LINEN SERVICE 05,$181049.93,10/01/2012,"MAYFLOWER TEXTILE SERVICES, CO",2601 W. LEXINGTON STREET   ; BALTIMORE  ; MD  ; 21223-1492,BALTIMORE  ,MD
PO440666,DEPARTMENT OF MENTAL HEALTH,LAUNDRY AND LINEN SERVICE 05,$10771.00,10/01/2012,"MAYFLOWER TEXTILE SERVICES, CO",2601 W. LEXINGTON STREET   ; BALTIMORE  ; MD  ; 21223-1492,BALTIMORE  ,MD
PO440852,CHILD AND FAMILY SERVICES,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$145000.00,10/01/2012,MARY'S CTR MATERNAL CHILD CARE,2333 ONTARIO RD NW   ; WASHINGTON  ; DC  ; 20009-,WASHINGTON  ,DC
